sample	chr	startpos	endpos	nMajor	nMinor
TCGA-J4-8198	1	61735	249224388	1	1
TCGA-J4-8198	2	12784	25948290	1	1
TCGA-J4-8198	2	25949612	26612839	1	0
TCGA-J4-8198	2	26615902	43145545	1	1
TCGA-J4-8198	2	43146051	44328998	1	0
TCGA-J4-8198	2	44337754	44803885	1	1
TCGA-J4-8198	2	44805053	45013725	1	0
TCGA-J4-8198	2	45017793	243089456	1	1
TCGA-J4-8198	3	60345	197896118	1	1
TCGA-J4-8198	4	12281	191027923	1	1
TCGA-J4-8198	5	15532	79361332	1	1
TCGA-J4-8198	5	79362172	79591813	1	0
TCGA-J4-8198	5	79598622	180790320	1	1
TCGA-J4-8198	6	149661	171051005	1	1
TCGA-J4-8198	7	43259	159127004	2	1
TCGA-J4-8198	8	31254	19258652	1	1
TCGA-J4-8198	8	19259768	27905649	1	0
TCGA-J4-8198	8	27905888	146298155	1	1
TCGA-J4-8198	9	46587	88476965	1	1
TCGA-J4-8198	9	88481689	88818282	1	0
TCGA-J4-8198	9	88822748	141091394	1	1
TCGA-J4-8198	10	72759	75370365	1	1
TCGA-J4-8198	10	75372873	76992207	1	0
TCGA-J4-8198	10	77001333	135506704	1	1
TCGA-J4-8198	11	198572	134944770	1	1
TCGA-J4-8198	12	150442	133778189	1	1
TCGA-J4-8198	13	19026949	36035400	1	1
TCGA-J4-8198	13	36054294	78040176	1	0
TCGA-J4-8198	13	78048096	80047241	1	1
TCGA-J4-8198	13	80047372	80978175	1	0
TCGA-J4-8198	13	80989195	115108397	1	1
TCGA-J4-8198	14	19002124	107285437	1	1
TCGA-J4-8198	15	20016328	65014641	1	1
TCGA-J4-8198	15	65017808	66645360	1	0
TCGA-J4-8198	15	66646091	102469040	1	1
TCGA-J4-8198	16	60777	90287535	1	1
TCGA-J4-8198	17	526	42086615	1	1
TCGA-J4-8198	17	42096180	42535015	1	0
TCGA-J4-8198	17	42543262	43247957	1	1
TCGA-J4-8198	17	43248581	45566891	1	0
TCGA-J4-8198	17	45581962	47583646	1	1
TCGA-J4-8198	17	47586518	48119290	1	0
TCGA-J4-8198	17	48121417	81049726	1	1
TCGA-J4-8198	18	48133	78015057	1	1
TCGA-J4-8198	19	90910	59097854	1	1
TCGA-J4-8198	20	61305	62956153	1	1
TCGA-J4-8198	21	10736871	43548977	1	1
TCGA-J4-8198	21	43549082	43796913	1	0
TCGA-J4-8198	21	43799624	48096957	1	1
TCGA-J4-8198	22	16052528	51234455	1	1
TCGA-J4-8198	X	168477	2694240	1	1
TCGA-J4-8198	X	2703391	154929498	1	0
TCGA-J4-8198	X	154963439	155233846	1	1
